Q96NB1
Q9H8W4
Q86UT8
Q8TC26
Q9UQP3
Q9H4W6
Q8TD08
Q9HBT6
Q96AH8
Q13070
Q9NR21
Q70YC5
O43525
P07316
Q13651
Q9Y2R5
Q9Y337
Q99983
P11117
Q8WTW4
O95639
Q8NCW6
P0DMU3
P51161
Q9BRY0
P13647
Q9NR34
Q8N7L0
A0M8Q6
Q86T24
P27707
Q8WTV0
Q9Y394
O76095
Q9Y3A2
P61626
Q9ULW2
O75197
Q6ZU52
O94842
O15304
Q15722
A6NJU9
P52895
Q8TE56
Q96JA3
P19971
A6NGQ2
Q96RN5
P01762
P0DPH8
Q9H112
Q00266
Q68DL7
Q9Y3R0
Q9BZQ4
Q6NUI2
P43121
Q15738
Q6P461
Q6ZMV9
O43291
Q96G79
Q15846
E5RIL1
Q7Z7B8
Q6ZSS3
Q7Z7M9
Q8IYK8
Q9Y603
P62820
A6NFQ2
Q8IVI9
Q5H9J9
Q9NQ84
Q86TY3
Q02413
Q9NQT6
P86434
Q9BYV7
Q96I27
Q6ZS62
Q9NQX6
A0A1B0GW64
O95971
A4D1T9
O00330
Q6P6B1
Q86WS4
Q9UN36
Q9Y6Q5
O60231
F8VTS6
P40926
Q96CM8
P42574
Q9UIV1
Q9BVG8
Q8WWM9
Q567U6
Q969F9
Q8NGW6
Q13207
Q8N103
O75592
Q6ZMY6
P31152
Q6ZRG5
Q7Z403
Q96F63
Q5NE16
Q8WXD5
O15069
O15379
Q9H944
Q9UI10
Q9BQQ3
Q8WUF8
O95405
Q96CD2
Q86YP4
Q9BRU2
Q5H9M0
Q8IVU1
O95402
Q2UY09
Q14DG7
Q6P158
Q99798
Q15818
O75900
P51864
Q14416
P04275
O43166
Q4LEZ3
P23396
Q6P4Q7
Q9NPJ6
Q9BVI4
P49418
Q92754
Q8IU85
Q08431
P49207
Q9H1U4
Q8N4H0
Q96MP5
Q8IWF2
P62195
P0C617
Q9UJX4
P58215
Q9H0D2
P25090
P0DPB6
Q5JXA9
P54707
A9Z1Z3
O95622
P51811
Q96AA3
P49590
P62875
P22626
P0C7W6
Q9BT25
Q8N7C7
B1ANS9
Q86UD0
P0CG43
P01709
Q96PZ2
O75051
Q00577
Q01469
Q92917
Q92502
Q9Y333
Q7Z2R9
Q12792
Q7Z4H9
Q9ULZ2
Q01844
A6NIL9
P10147
Q5R3I4
Q8NBI5
P22352
O14936
P80188
O14672
Q92908
Q6NT46
O75319
P35858
Q8TD06
Q8WUT9
O95926
Q06190
P30086
Q7RTU3
O60895
Q13753
Q5VXH4
A0A075B706
Q96JG8
Q86W28
P32754
O00264
Q9NWZ8
H0YL09
Q9H1Y0
P35573
Q05BV3
O75326
O95235
Q8NG35
Q92574
Q9BXU3
O00322
P53985
Q8IVL6
P28072
P02462
Q9Y463
Q9HAJ7
P49189
Q3T8J9
Q6RVD6
Q68EN5
Q6ZUK4
O94966
Q9Y2Q0
P39019
Q10567
Q92539
Q96T37
Q8N302
Q96J66
K7EIQ3
Q96IQ7
O95221
Q9P0P0
P01358
Q5JQF7
P52799
Q8TE77
Q9Y4F4
A1A4V9
Q9ULC3
Q9NWH2
O95379
O43315
Q2M218
P05556
Q99766
P62241
Q8TD46
Q5TBC7
Q8N1Y9
P0DJJ0
Q674R7
P41180
Q9Y512
Q96E40
Q8WUM4
Q9BQY6
P21802
Q7LDI9
Q86SQ9
P0CG04
Q9H0F5
Q8NDX6
P57081
Q13547
O95259
O15488
A6NK59
Q92734
Q9NZB2
Q9UBK5
A6NCE7
P22897
P40967
P51168
Q8N490
Q9BVP2
Q96GX8
Q9NXG6
Q96E17
Q6NT04
Q9H5U6
Q9BR11
Q9P289
Q5H9E4
Q5T6C5
Q9BXW6
P35523
Q9Y548
O75920
A8MXZ3
P23469
Q9HAB8
A0A0A6YYK7
Q9GZX9
Q49A17
P36544
Q8IVU3
Q8TBX8
Q8N423
Q92608
Q9NXZ2
Q8NI08
P49674
P43489
O15263
P49747
Q6ZVN8
Q96LB4
O43929
Q92928
O43296
O94900
Q9Y243
Q9BZP6
Q96LM6
Q9NP87
Q5T011
Q6P435
Q8IX90
A6NMU1
Q96M27
Q53F39
P49770
Q5SV97
Q6ZNE5
Q05086
Q9UN19
Q9UPT5
Q14680
O95279
Q9Y2T5
Q71F56
P10809
P09622
Q86YV6
O75145
Q92538
Q99519
Q7Z7J5
Q9HD47
Q9H3T2
Q16653
P57060
P61225
Q9UBW7
Q8N4F0
Q9HB15
Q8IUG1
O94988
Q8NH81
Q9BSB4
Q9UL52
Q9Y5K2
P48048
O75626
Q499Z3
Q96PU9
O15432
P31997
Q03692
A6NKF2
O75570
Q9UK00
Q9BT81
Q12794
Q5T6S3
O60565
Q9GZX6
Q86UP2
Q7Z4K8
Q96R67
Q99543
P17658
Q3ZCX4
A0A075B6K4
P25105
P47755
O94927
P15514
Q00534
Q9P253
Q8TCT1
Q86T03
Q9BRP0
Q96SU4
Q9UID3
P53567
P15812
Q9H175
H3BR10
Q9Y6A4
Q6ZSZ6
Q96QU6
P21953
Q6GYQ0
Q8WYR1
Q7Z794
P34995
Q06889
Q8NE62
Q7LGA3
A5LHX3
O95373
Q8N4H5
Q9UQ26
Q13884
Q9NYF5
P61575
Q8NHS3
Q9HB58
Q9UQ05
Q8WW27
Q96L93
P50454
Q1A5X7
Q8TAX9
P54219
Q9Y6Q9
Q9BV19
Q4G163
Q9HDB8
Q14934
O60645
Q9Y575
Q86TI2
Q96K80
Q9UBU7
Q96CK0
Q8N954
Q00887
Q8N9K5
P49286
Q9H1A3
Q0P6D6
O60343
Q9UKS6
Q969H0
O60225
Q9Y3E5
Q8N205
P17050
P41161
Q9H344
Q9NXW9
Q6P1A2
Q14999
Q8IX30
Q96BR1
Q96EL1
P09630
Q16206
P63162
Q9NPE3
P40189
Q8TD55
Q9BYI3
Q12852
Q9Y2Q1
P21695
O75072
Q9H324
A0A1B0GUC4
Q8N8F7
Q08AF8
O95232
Q96RP9
Q13480
P02452
P49279
Q9BR76
A6NKU9
Q13336
Q9NX95
Q07283
A8K4G0
P42702
Q07889
Q96S99
Q9BYU1
Q96HD9
Q96GU1
Q9NVL8
O15164
Q8NGS4
Q6BDI9
P51793
P54107
O60656
P16930
P13640
O94761
Q9NY12
Q9UBS3
Q7Z570
Q8IV01
Q9Y3M9
Q5T036
Q8TDV5
Q9NYZ1
I1YAP6
Q6IPX3
Q8N4F4
A8K2U0
Q7Z5K2
Q9UBX2
Q15031
Q92484
O00472
Q8WUZ0
O60479
Q6PGQ1
Q96BP2
Q96H78
Q15435
Q8N7B1
Q9UKX5
Q96BM9
Q8TC57
Q13310
Q96NG5
Q9Y4G2
P98077
Q9H4F1
P05771
Q16774
Q9H672
A0A2R8Y4Y8
Q969L4
Q5T1N1
P46093
O14737
Q9UHB7
Q9HAW8
Q96Q07
P59544
Q9BWH2
Q6UXT8
A0A096LNP1
Q5TG92
Q15771
P53384
Q8TC29
Q8WUT4
Q04118
Q13029
Q9BYR5
P49842
Q9Y2W2
Q16787
Q9Y478
Q9NQW5
Q14246
Q13503
Q9H8G2
A0A286YF58
Q5JV73
P59051
Q5VZL5
Q13162
P0C7L1
Q6ZMI3
Q5TZ20
O43852
Q5VT79
Q16552
P28161
Q9H3Z4
P52597
Q6NSW5
Q7Z2G1
Q9BQF6
O15068
Q6FI81
Q96JJ6
Q6UXU6
Q9P0L0
Q6UVM3
Q16853
Q9HCL2
Q13488
Q9BPW5
Q99574
A6NHR9
Q9UNF0
Q8NG75
Q96AJ9
O71037
P32241
A6NJY1
Q8IV42
Q8NB15
Q9NRG9
Q9UNK9
Q16740
P19652
P11678
Q9P2K8
Q02747
B7Z1M9
P0DMV8
Q96PI1
P23352
Q96PE1
Q9UQ16
A6NCF5
P24394
P55083
Q8N1M1
Q8TBB0
Q9UMY1
P01594
Q496F6
P26367
Q8IY22
Q3KP66
Q96EK2
Q8NDX1
P82979
Q9UIX4
P52757
Q96IP4
Q15723
Q9Y6B6
Q96PF2
A6NNE9
Q8N543
Q92847
Q96ES7
Q8NBN3
Q9BYQ4
O75602
O94810
Q9UKY3
B7ZAP0
Q1A5X6
Q9Y613
Q7LGC8
Q8WVV5
Q96KX1
Q9Y4E6
O00470
Q9BZ19
Q29980
P01135
Q9NSK7
P0CG32
P36406
A2RUB1
Q9BQ90
Q7L5L3
H3BRN8
Q96HJ9
Q9UKI9
O95455
Q8NAA4
O75792
O95625
A4D1E9
O43543
Q9GZN4
Q8N7S6
Q86VQ3
Q8NCG7
Q9UP79
O95149
Q9UKR3
Q9UBV4
P45877
P09382
P31944
Q15126
Q8WW01
P27216
Q6P9B9
Q9H665
P78371
Q9NPG3
Q12906
A0A1B0GTD5
P00533
Q92521
Q5MNZ6
Q6ZU15
O75674
Q0P651
Q8N687
Q05193
O95178
P22466
Q15612
P61566
A6NNM8
O60488
Q8NGL9
Q9NP72
P04259
O95059
Q5QJ74
Q9UPS6
Q5VZT2
Q96IK0
O14525
P03901
P49720
Q8N468
Q9BTK2
Q96CV9
O75610
P18621
Q13190
P13994
Q6NUR6
O15111
Q9BTV7
Q9UJX6
O43324
Q14566
Q96M94
O14647
Q5TAP6
Q9Y5F7
Q86X76
Q9ULX7
Q6IB77
O43847
Q9NQX5
Q8NB91
Q5W111
Q9H7X7
Q9Y483
Q8TEP8
P20783
Q9BZG2
A0A286YEV6
P17252
Q96RR4
Q13765
Q96MH6
P15169
Q96HG1
Q9NY59
Q9HBG6
Q8NG97
P43268
Q96EF9
Q8WXH5
Q8WXK3
Q5T124
Q6ZN08
Q96QD5
Q86WR6
P49006
O75056
O76021
Q86YL7
Q8NGR3
Q5VV16
P43308
Q01813
P31391
Q8TBK2
A0A0B4J245
Q92750
Q9Y581
Q5VWJ9
Q9HB29
Q9H7E9
Q9HAU5
Q5SW24
Q9BQS8
P42701
Q96FZ5
Q9H2D6
Q14139
Q6ZQY3
P04035
Q92466
O15105
Q6UXE8
P47893
Q6PCB0
Q6E0U4
P32970
Q969Q6
Q5TYW1
Q9UNE2
P33981
Q9BX63
Q8NCN4
Q12797
O60336
Q8N129
Q76G19
P83916
Q7RTY9
P09417
Q9P2J8
Q96KN4
Q6ZV56
Q86U06
Q92572
Q9UGI8
Q6UWW9
Q15418
Q9UG56
Q8TBF5
Q9H2G2
Q13227
Q9H0R4
Q9NXR1
Q8IV08
P16520
Q8N108
O43248
O00479
Q3SYA9
Q8N6K7
Q8WUD4
P28300
O00468
Q9Y385
P08651
Q7Z6P3
Q9C0E4
Q8N1N5
P52961
Q6ZMS7
Q567V2
Q96Q05
O00220
Q99666
Q0VGE8
Q6ZNB5
O94913
Q8TBF4
Q96GM5
Q6UXB8
Q6PL45
Q8IZI9
Q9BUH8
Q96H40
O75529
Q8TDI8
Q8TDC3
Q9NVI7
Q96HJ5
Q5T749
Q9UKZ9
A0A5F9ZH02
O95342
Q9C002
P14222
Q8WXG1
P49643
P06731
Q6UXY8
Q6IPW1
Q96BN8
Q9Y6G5
P46778
Q6ZWJ8
Q9Y236
Q14728
Q86XN7
Q9BQB6
Q2HXU8
P37288
Q9HCI6
O60292
Q9C037
Q9Y5G5
Q9Y5G8
Q8IV35
Q15048
O15303
Q9ULY5
Q8TD19
P11474
Q3ZCV2
Q96KA5
O75365
P42892
Q5JPI9
P59095
A0A0B4J249
Q8IYN6
Q8TCC7
P17544
Q15113
P05783
Q15811
Q8NGN5
Q92544
Q8TAD8
P29460
Q8NI32
Q9H2P0
Q13308
Q9Y615
O15209
Q5VUJ9
Q8WUF5
Q8TF08
Q96CW1
Q08289
Q12805
Q5T2N8
Q9P1Y6
O95990
Q92496
Q2VWP7
A1KXE4
Q99832
Q9BVV8
Q9Y2Z2
Q6ZSU1
P05026
Q6UXD1
Q1ZZU3
P05014
Q8IU54
O75023
Q9Y2K6
Q8IZ63
P51149
Q9H1J5
Q8NH56
Q92766
O00116
Q05481
Q8TC71
Q96BD0
Q9BZW7
Q6P4F7
Q9ULJ6
Q9C0D0
Q9UJT1
Q9Y577
O43281
Q16658
Q9UIA9
Q86VI3
P46019
Q04917
Q1T7F1
P11233
Q9H1Z4
Q96HE9
P33240
Q07812
A0A075B6I4
Q8TE60
Q9NX09
Q6ZRS2
Q96BF3
Q8N144
Q86WG3
Q7Z5Y6
P21580
Q4VX62
Q8NH07
Q9H7C4
P07307
Q8N7F7
P48741
Q92819
Q8WUB8
Q15833
Q96A57
Q03052
Q8TAM1
Q9UKW4
P63244
Q9P243
Q7L1I2
Q06323
P19827
Q9UKA4
Q6ZRT6
Q7Z3S7
Q9Y450
Q9Y3E2
Q9NY99
A5PLL1
Q0D2J5
P57054
Q15361
P16581
Q96LW2
Q9H2B4
Q9H9V4
O43572
Q86VH4
Q68CZ6
Q9H7R5
P55103
P69849
Q2TAP0
Q8NH54
Q9UGK8
Q3B726
P98088
Q96A23
P05976
P17181
A0A0C4DH24
Q9H1M3
P0DMB1
Q9P202
Q9UHV5
Q9H0U9
Q12891
Q8NFR3
O95600
Q9C009
Q13823
P47712
Q8WWB5
P62273
P24522
P42025
Q96HE7
Q9BYQ5
Q9Y2P8
Q86TU6
Q13360
Q92733
Q13277
Q9UJ41
Q99547
P42127
Q9Y2I8
Q8N5C7
Q9NWM3
Q6ZVS7
A0A1B0GX68
Q96QT4
Q6ZVU0
Q8NI36
Q99853
P05412
Q9NQW7
Q93052
Q6UXB4
Q96BD8
Q8NH61
Q6ZS02
Q9NY28
P01817
P35070
Q6FI13
P0C7T2
Q9UL33
Q01955
P01764
Q6NX49
Q96RP8
Q14188
Q12837
Q15464
Q9NS71
P62750
Q15465
P01374
O95470
Q9P242
P21854
Q9NZQ3
Q02080
Q6ZUT1
Q14691
Q8IU99
A0A0C4DH72
Q9NUD5
Q96L14
Q9H9J4
P22792
Q6DT37
Q9BUW7
P09958
Q9H3P2
O15270
Q96A28
Q9GZN7
O95258
Q8N0U8
Q59H18
P20231
P30039
O43681
P33552
Q96MH2
Q9NW75
Q6ZSJ8
Q5T292
Q8NH40
P51816
O75843
P41162
Q01740
P05120
O75953
A8MQ03
Q8N309
Q7Z392
O43930
Q9H0W5
Q9Y283
Q9Y6Q2
Q8ND56
Q13351
Q86XT2
A5YKK6
Q6PUV4
Q9BW19
A6NF89
Q6RI45
Q6ZVH6
O14593
P48380
Q9NQT8
Q5KU26
O95918
Q92598
Q13670
Q15118
Q9Y462
P78417
Q7RTX0
P52756
Q8IYS8
Q9NUQ7
P09016
Q9Y4L1
P09661
Q14644
P14555
A0A1B0GUJ8
Q8TEV9
Q5FYB0
Q9Y3B8
Q8N7P7
Q8N998
Q6NSX1
Q5T013
Q9H3U1
Q9BRK4
Q9NVR7
O43187
E7EW31
Q05513
Q5T871
P0DP07
P78413
O95838
Q9BSJ2
Q8WZ04
Q9H9Z2
Q8WVJ9
Q9NYW4
Q5GH72
Q9HA38
Q9HAI6
Q05329
Q8N1K5
P51946
P04437
Q6P587
Q9C0C6
Q9BVC6
Q9NUG6
P18507
Q8IVF5
P22362
Q5VVQ6
Q8NGT5
Q96AD5
O95948
Q8N0V5
Q99684
Q8N398
Q8N823
Q7RTV2
Q8N5B7
P46695
P13196
P01619
Q92844
P12110
P51843
P27797
Q96C57
Q8ND71
Q8IWB7
O14556
Q5T0D9
Q15047
Q9Y3P4
Q13296
O43913
O43677
P0CV98
Q96DD0
Q7Z3K6
Q9UKL6
Q9UK05
Q9NVN8
P25800
P62310
P80297
Q16600
P48995
Q9H347
Q8IVE3
P0DPR3
O43897
Q15303
Q5VT97
Q03169
O00750
Q52M58
Q86UK5
Q9NZJ4
Q96KD3
Q8N8N0
Q8IWU5
Q9H8X9
Q5JRA6
Q9HBW1
P50991
Q5JTB6
P0CG37
Q96KR7
Q8NCU7
O43583
P08172
Q8NFU1
Q96DP5
Q9H0K4
A0A0C4DH55
P0DP71
P09238
Q96N03
P21439
Q9UKU6
O60431
Q96HU8
Q9H7J1
Q5SRI9
O75925
Q2TAC2
A6NEN9
A4QPB2
P51786
P60509
Q8NGN1
Q15032
Q86UP3
Q86Y38
Q4VXF1
A0A0B4J241
A0A0B4J248
P54289
A0A1B0GX49
O15530
Q5EG05
Q8TCD5
Q9BYJ1
P11150
Q8TBP6
Q53HI1
Q9H172
Q8NGJ0
Q70CQ2
P63165
Q8WWN8
O76076
Q96NL3
P22455
Q86XS5
Q9H6H4
Q6ZN30
Q5T3I0
Q8IW03
Q13639
F5GYI3
Q96CX3
P16050
Q9NZV7
Q147U1
P06576
Q9P219
H3BNL8
Q8NGP2
P53539
Q8NEP7
Q9GZQ3
Q8NH76
Q9NR96
P33151
Q96M93
Q9HAY2
Q9UI40
O00155
P29536
Q6ZTB9
Q6P2I3
O60858
Q9Y233
Q9P206
P29377
Q9H501
Q8NCW5
P30304
A0A1W2PR19
Q15036
Q8TEW8
A8K8P3
P19237
A8MXD5
P0CI01
Q9BXJ2
P99999
Q9UJV8
Q9UID6
Q96NT0
Q13698
A0A494C086
Q9Y5H5
Q8NGH9
Q9NRN7
O60547
P0DML2
A0A0G2JS06
Q15517
Q9H3F6
P50570
Q9H6R3
A8MVZ5
Q8IV36
Q9Y2H1
O15354
Q9H3D4
Q9BZL4
Q8WXH0
P02748
Q9BPY8
F5H4A9
Q16586
Q562F6
A6NJW9
Q96RE9
Q8N0W5
P0C7M3
A6NDK9
Q9GZT3
Q5T7N3
Q8N8Z6
P49840
P84550
O96014
A1L157
Q9P1A6
Q6IEV9
Q9NYW1
Q9NQ86
Q86X02
Q5BJH7
P09960
Q8N9N8
Q86VH2
Q14CB8
Q86SJ2
Q9Y3D7
Q8TAC2
Q15622
Q6UVY6
P40394
Q6UWW0
P0DP02
Q9NY37
Q9NRY7
P55081
Q9H0J4
Q8N9T2
P42357
P30536
Q8TB22
Q8IX06
P09544
A0A0A0MT36
O15230
P43320
P14091
Q9H2C8
Q00059
Q6V1P9
Q8N2F6
Q9BUE0
Q86UQ0
Q9NVR2
P50406
Q9UBX0
Q6ZST4
A6NIN4
Q8N769
P20848
Q03721
Q9P0M2
P49748
Q9NY47
Q86XR5
Q6EMB2
Q8TEU8
Q9H987
P61006
Q6UX39
P07741
P04626
Q8NC56
Q86W34
Q8WUD1
P50851
O60262
A1YPR0
P03950
P26374
P10265
Q8WVH0
Q9UNS2
Q9Y4G6
Q9NPC7
Q8WWC4
Q8N9P0
Q9Y2L9
Q9H0R5
P0CJ78
Q02742
Q8N680
Q12888
O94901
Q9BTX1
O15492
Q8IVL8
P45984
Q9NXC5
A8MV81
Q8ND24
O15130
Q15311
P00742
P0DSO3
Q9BZV1
Q9BXT6
Q96KV6
P30301
Q9P2N7
Q6PJQ5
Q9ULK2
P01834
Q96NZ8
P0DMW5
Q9NZH5
O95478
P48163
Q12864
Q9UFF9
P05160
P13535
A8MVW5
P13667
Q99719
Q9UHH9
Q12929
Q5VX71
Q96C00
Q9H790
Q76N89
Q14CM0
Q8IZ96
Q6NXS1
Q86W47
Q6NXP2
P16471
A8MUP6
Q7L2Z9
Q8IZL8
Q13303
Q53FE4
P62917
P12107
Q9Y2J8
Q7Z7L8
Q7Z406
Q8NC69
Q9BYT5
O15144
Q5JVG8
Q9NYB0
Q8IYB5
P0C626
Q02223
Q8N3Y3
Q96NH3
Q15773
Q6UWV2
P14317
Q8WYK1
Q6UXU4
Q9H6B4
Q9BZL6
Q8N392
O95182
Q6NT89
Q8NHG8
Q8NBZ7
P28331
Q96L03
A0A075B6S6
Q2TAM9
A0A0U1RQS6
P43487
A6NDG6
Q96DC9
Q8NGS3
Q9BRV8
Q4KWH8
Q6IS24
P56378
P22607
Q5VV17
Q9UHY7
Q9H2M3
Q9P2D3
Q6IEY1
Q6RSH7
Q16666
Q6L8G4
Q13409
Q6IE38
Q9NP99
Q86UQ5
Q8N2X6
P04264
Q13191
E9PRG8
Q8IYA7
Q96G25
Q5SSG8
P48060
P22748
Q15847
Q17R89
Q7Z4L5
Q9BY42
O14638
Q8IXS8
P61572
Q8NCI6
Q32P41
Q96HR8
P60412
Q8NH92
Q92552
Q9NZU0
Q9UKJ5
Q86WK9
O00559
Q9P0V3
P19338
P35869
P0DMU8
Q8N554
Q8NAV2
Q71UI9
P0C7H9
Q8NFP9
Q5JYT7
Q9UJK0
Q5SYB0
Q96EU7
Q9Y6I0
Q86YD1
O60906
Q9BQ95
Q460N5
Q8N9Z0
Q9UFW8
O75477
P05106
P0C7T3
Q7L9B9
P59044
Q9BW83
O15244
Q6PI78
Q8TAM2
P0DN82
Q6ZS72
Q9Y3U8
Q13946
Q0ZGT2
P47874
P16444
Q9UBP5
Q9UIF3
O94905
Q9H4K1
Q9HBZ2
A0A0D9SF12
Q9NQ89
Q9NS98
Q6IED9
C9JJH3
Q8WZ73
Q5TAA0
Q68DY1
Q2M2D7
Q9H5V8
P26678
P48681
Q96L92
Q5FYA8
A0A1B0GUU1
P04179
Q8WXD0
P56524
O14829
O15514
Q5T4I8
C9JR72
Q701N2
Q6UXT9
A0A1W2PPF3
P30837
Q16633
O43196
Q9BZD2
O75594
A0A1B0GW54
Q9Y6A2
Q6PEY2
O43172
Q96IK5
Q9UQK1
O43513
Q13094
Q9P0J0
Q12778
Q16619
Q04206
Q96E29
Q8IUE0
O94967
A6NEH6
Q9H489
Q8NH94
O60318
O75324
Q8IYX1
Q8IUH3
O00253
Q14973
Q658Y4
Q70EK9
P35080
Q96P68
Q9ULQ0
Q15545
Q9Y2J4
P0DN87
Q9Y2K2
Q9UK80
Q9BYH8
Q05D32
P24557
Q12986
Q96EN8
Q9P255
C9J302
Q9BZF1
O75581
Q03001
P11226
Q8WW14
Q13342
Q13641
Q9C0C4
Q9BZ67
Q16654
Q9H7E2
Q9HCE6
P56537
A2RU48
Q16667
Q6GMR7
Q9BYP9
Q5K651
Q9NWB1
P31939
Q14990
P29275
P43307
O43822
Q9GZU1
B1APH4
P78385
A8MVM7
Q96KV7
Q9UDY8
A4D1P6
Q8N443
P53367
Q9P2H5
Q96AY2
P02776
Q92667
P49750
Q7Z2Z2
Q8NE65
Q9NQU5
P20849
P20265
A6NCW0
A6NLP5
P49917
O60393
Q9Y5Y4
Q13868
P78348
Q6IAN0
Q9C000
P43363
Q02410
Q9UKR5
Q9BQS6
P58417
O00757
Q15884
F2Z3M2
O95861
Q8NH01
Q96CG8
Q6PH81
Q8IVP5
Q9H6A0
Q9UBT3
P49619
O95229
Q9H1X1
Q04726
O43237
Q149M9
Q8N2U9
Q8WUS8
Q96E16
Q9HA47
Q9P0S3
Q13461
P31040
Q16647
Q8IWX7
Q9ULI4
Q9UPM8
Q7RTM1
Q10587
P0CG24
P0DP24
O75526
Q8TDW7
Q6N043
O95163
Q14031
Q9P2G9
Q7Z408
Q6PEW0
Q9BT76
Q9Y675
Q9HAR2
Q6NUN7
Q8NDG6
P25325
Q9NVC6
Q6ZS49
Q8WVM7
Q86YS6
O60244
P26583
A8MUK1
Q5T7B8
O60675
Q96T88
P63218
Q01628
O00198
Q08945
P0DN76
D3W0D1
Q96M15
Q96CB9
Q9Y294
P25791
Q7Z6M1
O43506
O14646
Q6PF06
Q9BWQ8
Q2Y0W8
Q8N7Q2
O75943
P11021
Q9Y2X9
P51991
P15391
P0DSE1
Q9BST9
Q9P265
P15515
Q9H8Q6
P37840
Q86VH5
Q13610
Q8WXS8
Q9NQP4
Q9BV29
O60240
Q96JT2
P43115
Q6P9G9
Q0D2K2
Q6UY13
Q9Y576
Q9BZC1
Q96FV9
Q92793
Q9UHA7
I6L899
Q8NAG6
P27539
Q96GJ1
Q15052
Q9HCX4
P53618
A0A0A0MS00
Q3B8N2
P15863
Q8TAI1
C9J3I9
P07951
